"Side","Symbol","Name","Order Price","Order Qty","Order Amount","Status","Filled@Avg Price","Order Time","Order Type","Time-in-Force","Allow Pre-Market","Session","Trigger price","Position Opening","Markets","Currency","Order Source","Fill Qty","Fill Price","Fill Amount","Fill Time","Markets","Currency","Counterparty","Remarks","Commission","Platform Fees","Settlement Fees","Options Regulatory Fees","OCC Fees","Option Settlement Fees","SEC Fees","Trading Activity Fees","Stamp Duty","Trading Fees","SFC Levy","FRC Levy","Trading Tariff","Consolidated Audit Trail Fees","Total"
"Sell","TQQQ","ProShares UltraPro QQQ ETF","Market Price","100","0.00","Failed","0@0.00","Apr 11, 2025 10:00:53 ET","Market","Day","","Regular Trading Hours","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","TQQQ","ProShares UltraPro QQQ ETF","Market Price","30","1,379.55","Filled","30@45.985","Apr 11, 2025 09:36:15 ET","Market","Day","","Regular Trading Hours","","","US","USD","","30","45.985","1,379.55","Apr 11, 2025 09:36:15 ET","US","USD","","","0.99","1","0.09","","","","","","","","","","","","2.08"
"Buy","TQQQ","ProShares UltraPro QQQ ETF","45.76","30","1,372.80","Filled","30@45.76","Apr 11, 2025 09:36:10 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","30","45.76","1,372.80","Apr 11, 2025 09:36:33 ET","US","USD","","","0.99","1","0.09","","","","","","","","","","","","2.08"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","Market Price","400","3,376.08","Filled","400@8.4402","Apr 11, 2025 09:33:23 ET","Market","Day","","Regular Trading Hours","","","US","USD","","400","8.4402","3,376.08","Apr 11, 2025 09:33:23 ET","US","USD","","","1.96","2","1.2","","","","0.09","0.07","","","","","","","5.32"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","8.45","400","3,380.00","Cancelled","0@0.00","Apr 11, 2025 09:33:12 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","8.24","200","1,648.00","Filled","200@8.24","Apr 11, 2025 09:15:07 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","200","8.24","1,648.00","Apr 11, 2025 09:15:07 ET","US","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"Buy","SVXY","ProShares Short VIX Short-Term Futures ETF","33.46","80","2,676.80","Filled","80@33.43","Apr 10, 2025 12:33:45 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","80","33.43","2,674.40","Apr 10, 2025 12:33:45 ET","US","USD","","","0.99","1","0.24","","","","","","","","","","","","2.23"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","8.29","200","1,658.00","Filled","200@8.235","Apr 10, 2025 11:44:07 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","200","8.235","1,647.00","Apr 10, 2025 11:44:07 ET","US","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"Buy","NVDA250620C113/120"," Vertical","3.05","1unit(s)","305.00","Filled","1unit(s)@3.05","Apr 10, 2025 10:38:25 ET","Limit","Day","","","","","US","USD","","","","","","","","","","3.98","0.6","","0.02","0.04","0.36","0.02","0.01","","","","","","","5.03"
"Buy","NVDA250620C113000","","","1","","","","","","","","","","","","","","1","10.11","1,011.00","Apr 10, 2025 10:38:25 ET","US","USD","","","","","","","","","","","","","","","","",""
"Sell","NVDA250620C120000","","","1","","","","","","","","","","","","","","1","7.06","706.00","Apr 10, 2025 10:38:25 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","SVXY","ProShares Short VIX Short-Term Futures ETF","Market Price","40","1,432.41","Filled","40@35.8102","Apr 10, 2025 10:25:14 ET","Market","Day","","Regular Trading Hours","","","US","USD","","40","35.8102","1,432.41","Apr 10, 2025 10:25:14 ET","US","USD","","","0.99","1","0.12","","","","","","","","","","","","2.11"
"Buy","SVXY","ProShares Short VIX Short-Term Futures ETF","35.60","40","1,424.00","Cancelled","0@0.00","Apr 10, 2025 10:23:55 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","AAPL","Apple","Market Price","20","3,737.20","Filled","20@186.86","Apr 9, 2025 14:46:34 ET","Market","Day","","Regular Trading Hours","","","US","USD","","20","186.86","3,737.20","Apr 9, 2025 14:46:34 ET","US","USD","","","0.99","1","0.06","","","","0.1","0.01","","","","","","","2.16"
"Buy","AAPL","Apple","Market Price","20","3,818.10","Filled","20@190.905","Apr 9, 2025 13:33:08 ET","Market","Day","","Regular Trading Hours","","","US","USD","","20","190.905","3,818.10","Apr 9, 2025 13:33:08 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"Sell","AAPL","Apple","Market Price","20","3,785.01","Filled","20@189.2503","Apr 9, 2025 13:30:53 ET","Market","Day","","Regular Trading Hours","","","US","USD","","20","189.2503","3,785.01","Apr 9, 2025 13:30:53 ET","US","USD","","","0.99","1","0.06","","","","0.11","0.01","","","","","","","2.17"
"Sell","SVIX250620C21000","SVIX 250620 21.00C","4.00","5","2,000.00","Cancelled","0@0.00","Apr 9, 2025 13:26:42 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","SVIX250620C21000","SVIX 250620 21.00C","1.20","5","600.00","Cancelled","0@0.00","Apr 9, 2025 10:29:46 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","AAPL","Apple","Trigger MKT price","20","0.00","Cancelled","0@0.00","Apr 9, 2025 08:41:24 ET","Stop","Day","","Regular Trading Hours","167.50","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","AAPL","Apple","Trigger MKT price","20","0.00","Cancelled","0@0.00","Apr 9, 2025 08:41:18 ET","Stop","Day","","Regular Trading Hours","167.50","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","NVDA","NVIDIA","Market Price","20","1,960.21","Filled","20@98.0103","Apr 8, 2025 12:52:09 ET","Stop","Day","","Regular Trading Hours","98.00","","US","USD","","20","98.0103","1,960.21","Apr 8, 2025 15:02:34 ET","US","USD","","","0.99","1","0.06","","","","0.05","0.01","","","","","","","2.11"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","7.90","200","1,580.00","Cancelled","0@0.00","Apr 8, 2025 12:02:10 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","Market Price","100","813.03","Filled","100@8.1303","Apr 8, 2025 11:53:06 ET","Market","Day","","Regular Trading Hours","","","US","USD","","100","8.1303","813.03","Apr 8, 2025 11:53:07 ET","US","USD","","","0.99","1","0.3","","","","0.02","0.02","","","","","","","2.33"
"Buy","SVIX250620C21000","SVIX 250620 21.00C","0.60","5","300.00","Filled","5@0.58","Apr 8, 2025 11:42:22 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","2","0.58","116.00","Apr 8, 2025 11:42:26 ET","US","USD","","","3.25","1.5","","0.07","0.1","0.9","","","","","","","","","5.82"
"","","","","","","","","","","","","","","","","","","3","0.58","174.00","Apr 8, 2025 11:42:26 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","SVIX","-1x Short VIX Futures ETF","13.10","100","1,310.00","Filled","100@13.10","Apr 8, 2025 11:41:09 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","100","13.10","1,310.00","Apr 8, 2025 11:41:44 ET","US","USD","","","0.99","1","0.3","","","","","","","","","","","","2.29"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","8.36","100","836.00","Filled","100@8.36","Apr 8, 2025 11:39:39 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","100","8.36","836.00","Apr 8, 2025 11:39:40 ET","US","USD","","","0.99","1","0.3","","","","","","","","","","","","2.29"
"Buy","AAPL","Apple","182.10","20","3,642.00","Filled","20@182.10","Apr 8, 2025 11:26:34 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","2","182.10","364.20","Apr 8, 2025 12:31:32 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"","","","","","","","","","","","","","","","","","","18","182.10","3,277.80","Apr 8, 2025 12:31:29 ET","US","USD","","","","","","","","","","","","","","","","",""
"Sell","AAPL250718C205000","AAPL 250718 205.00C","Market Price","1","694.00","Filled","1@6.94","Apr 8, 2025 11:23:21 ET","Market","Day","","Regular Trading Hours","","","US","USD","","1","6.94","694.00","Apr 8, 2025 11:23:22 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.02","0.01","","","","","","","2.53"
"Buy","AAPL250718C205000","AAPL 250718 205.00C","7.10","1","710.00","Filled","1@7.10","Apr 8, 2025 11:22:47 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","7.10","710.00","Apr 8, 2025 11:22:47 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","Market Price","400","3,316.04","Filled","400@8.2901","Apr 8, 2025 10:50:23 ET","Market","Day","","Regular Trading Hours","","","US","USD","","400","8.2901","3,316.04","Apr 8, 2025 10:50:24 ET","US","USD","","","1.96","2","1.2","","","","0.09","0.07","","","","","","","5.32"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","8.33","400","3,332.00","Cancelled","0@0.00","Apr 8, 2025 10:50:13 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","AAPL","Apple","Market Price","35","6,599.08","Filled","35@188.545","Apr 8, 2025 10:47:19 ET","Market","Day","","Regular Trading Hours","","","US","USD","","35","188.545","6,599.08","Apr 8, 2025 10:47:20 ET","US","USD","","","0.99","1","0.11","","","","0.18","0.01","","","","","","","2.29"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","8.39","200","1,678.00","Filled","200@8.3865","Apr 8, 2025 10:44:57 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","200","8.3865","1,677.30","Apr 8, 2025 10:44:58 ET","US","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"Buy","AAPL","Apple","189.62","25","4,740.50","Filled","25@189.61","Apr 8, 2025 10:43:28 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","25","189.61","4,740.25","Apr 8, 2025 10:43:28 ET","US","USD","","","0.99","1","0.08","","","","","","","","","","","","2.07"
"Buy","AAPL","Apple","189.72","10","1,897.20","Filled","10@189.5593","Apr 8, 2025 10:43:06 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","189.5593","1,895.59","Apr 8, 2025 10:43:06 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"Sell","AAPL250718C205000","AAPL 250718 205.00C","8.20","1","820.00","Filled","1@8.20","Apr 8, 2025 10:33:52 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","8.20","820.00","Apr 8, 2025 10:34:09 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.02","0.01","","","","","","","2.53"
"Buy","AAPL250718C205000","AAPL 250718 205.00C","8.15","1","815.00","Filled","1@8.15","Apr 8, 2025 10:17:59 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","8.15","815.00","Apr 8, 2025 10:18:12 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","7.13","200","1,426.00","Filled","200@7.13","Apr 7, 2025 11:25:25 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","200","7.13","1,426.00","Apr 7, 2025 11:25:26 ET","US","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"Buy","NVDA","NVIDIA","Market Price","20","1,898.57","Filled","20@94.9285","Apr 7, 2025 11:20:10 ET","Market","Day","","Regular Trading Hours","","","US","USD","","20","94.9285","1,898.57","Apr 7, 2025 11:20:10 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"Buy","NVDA","NVIDIA","94.74","20","1,894.80","Cancelled","0@0.00","Apr 7, 2025 11:20:05 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","TQQQ","ProShares UltraPro QQQ ETF","Market Price","20","794.20","Filled","20@39.7102","Apr 7, 2025 11:19:40 ET","Market","Day","","Regular Trading Hours","","","US","USD","","20","39.7102","794.20","Apr 7, 2025 11:19:41 ET","US","USD","","","0.99","1","0.06","","","","0.02","0.01","","","","","","","2.08"
"Sell","NVDL","GraniteShares 2x Long NVDA Daily ETF","Market Price","30","821.71","Filled","30@27.3902","Apr 7, 2025 11:18:37 ET","Market","Day","","Regular Trading Hours","","","US","USD","","30","27.3902","821.71","Apr 7, 2025 11:18:37 ET","US","USD","","","0.99","1","0.09","","","","0.02","0.01","","","","","","","2.11"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","Market Price","200","1,450.28","Filled","200@7.2514","Apr 7, 2025 11:18:14 ET","Market","Day","","Regular Trading Hours","","","US","USD","","200","7.2514","1,450.28","Apr 7, 2025 11:18:14 ET","US","USD","","","0.99","1","0.6","","","","0.04","0.03","","","","","","","2.66"
"Sell","NVDA","NVIDIA","Market Price","25","2,355.50","Filled","25@94.22","Apr 7, 2025 11:18:03 ET","Market","Day","","Regular Trading Hours","","","US","USD","","25","94.22","2,355.50","Apr 7, 2025 11:18:03 ET","US","USD","","","0.99","1","0.08","","","","0.07","0.01","","","","","","","2.15"
"Buy","TQQQ","ProShares UltraPro QQQ ETF","39.47","20","789.40","Filled","20@39.2901","Apr 7, 2025 10:37:24 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","39.2901","785.80","Apr 7, 2025 10:37:24 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","Market Price","100","783.03","Filled","100@7.8303","Apr 7, 2025 10:21:18 ET","Market","Day","","Regular Trading Hours","","","US","USD","","100","7.8303","783.03","Apr 7, 2025 10:21:18 ET","US","USD","","","0.99","1","0.3","","","","0.02","0.02","","","","","","","2.33"
"Sell","NVDL","GraniteShares 2x Long NVDA Daily ETF","Market Price","20","580.80","Filled","20@29.04","Apr 7, 2025 10:21:05 ET","Market","Day","","Regular Trading Hours","","","US","USD","","20","29.04","580.80","Apr 7, 2025 10:21:05 ET","US","USD","","","0.99","1","0.06","","","","0.02","0.01","","","","","","","2.08"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","7.91","100","791.00","Cancelled","0@0.00","Apr 7, 2025 10:20:40 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","NVDA","NVIDIA","90.91","10","909.10","Filled","10@90.889","Apr 7, 2025 09:52:43 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","90.889","908.89","Apr 7, 2025 09:52:44 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","6.89","200","1,378.00","Filled","200@6.8897","Apr 7, 2025 09:50:36 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","200","6.8897","1,377.94","Apr 7, 2025 09:50:37 ET","US","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"Buy","SVXY","ProShares Short VIX Short-Term Futures ETF","34.82","20","696.40","Filled","20@34.81","Apr 7, 2025 09:30:45 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","34.81","696.20","Apr 7, 2025 09:30:45 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","6.86","100","686.00","Filled","100@6.86","Apr 7, 2025 09:20:45 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","100","6.86","686.00","Apr 7, 2025 09:20:46 ET","US","USD","","","0.99","1","0.3","","","","","","","","","","","","2.29"
"Buy","NVDL","GraniteShares 2x Long NVDA Daily ETF","24.79","50","1,239.50","Filled","50@24.7699","Apr 7, 2025 09:20:10 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","50","24.7699","1,238.50","Apr 7, 2025 09:20:10 ET","US","USD","","","0.99","1","0.15","","","","","","","","","","","","2.14"
"Buy","NVDA","NVIDIA","89.87","10","898.70","Filled","10@89.87","Apr 7, 2025 09:13:46 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","89.87","898.70","Apr 7, 2025 09:13:47 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"Buy","09988","BABA-W","104.00","100","10,400.00","Filled","100@104.00","Apr 7, 2025 14:38:01 HKT","Limit","Day","Allow","","","","HK","HKD","","100","104.00","10,400.00","Apr 7, 2025 14:38:01 HKT","HK","HKD","5998","","3.12","15","2","","","","","","11","0.59","0.28","0.02","","","32.01"
"Buy","09988","BABA-W","96.50","200","19,300.00","Cancelled","0@0.00","Apr 7, 2025 14:13:10 HKT","Limit","Day","Allow","","","","HK","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","09988","BABA-W","110.00","100","11,000.00","Filled","100@110.00","Apr 7, 2025 10:23:50 HKT","Limit","Day","Allow","","","","HK","HKD","","100","110.00","11,000.00","Apr 7, 2025 10:23:52 HKT","HK","HKD","1475","","3.3","15","2","","","","","","11","0.62","0.3","0.02","","","32.24"
"Buy","MSTU","T-Rex 2X Long MSTR Daily Target ETF","5.58","200","1,116.00","Filled","200@5.569","Apr 4, 2025 15:28:10 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","200","5.569","1,113.80","Apr 4, 2025 15:28:11 ET","US","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"Sell","MSTU","T-Rex 2X Long MSTR Daily Target ETF","5.53","500","2,765.00","Filled","500@5.55","Apr 4, 2025 15:27:39 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","500","5.55","2,775.00","Apr 4, 2025 15:27:39 ET","US","USD","","","2.45","2.5","1.5","","","","0.08","0.08","","","","","","","6.61"
"Buy","NVDA","NVIDIA","88.00","15","1,320.00","Cancelled","0@0.00","Apr 4, 2025 13:14:05 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","NVDA","NVIDIA","90.10","10","901.00","Cancelled","0@0.00","Apr 4, 2025 13:13:53 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","NVDA","NVIDIA","94.00","5","470.00","Filled","5@94.00","Apr 4, 2025 13:13:35 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","94.00","470.00","Apr 4, 2025 13:13:37 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"Buy","SVXY","ProShares Short VIX Short-Term Futures ETF","38.36","40","1,534.40","Filled","40@38.3483","Apr 4, 2025 10:05:42 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","40","38.3483","1,533.93","Apr 4, 2025 10:05:42 ET","US","USD","","","0.99","1","0.12","","","","","","","","","","","","2.11"
"Buy","SVXY","ProShares Short VIX Short-Term Futures ETF","38.33","40","1,533.20","Filled","40@38.33","Apr 4, 2025 10:05:27 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","40","38.33","1,533.20","Apr 4, 2025 10:05:28 ET","US","USD","","","0.99","1","0.12","","","","","","","","","","","","2.11"
"Sell","SVXY","ProShares Short VIX Short-Term Futures ETF","38.33","40","1,533.20","Filled","40@38.36","Apr 4, 2025 10:05:25 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","40","38.36","1,534.40","Apr 4, 2025 10:05:26 ET","US","USD","","","0.99","1","0.12","","","","0.04","0.01","","","","","","","2.16"
"Buy","SVXY","ProShares Short VIX Short-Term Futures ETF","38.87","65","2,526.55","Filled","65@38.819","Apr 4, 2025 09:14:35 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","65","38.819","2,523.24","Apr 4, 2025 09:14:35 ET","US","USD","","","0.99","1","0.2","","","","","","","","","","","","2.19"
"Buy","SVXY","ProShares Short VIX Short-Term Futures ETF","39.00","40","1,560.00","Filled","40@39.00","Apr 4, 2025 09:04:44 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","40","39.00","1,560.00","Apr 4, 2025 09:04:44 ET","US","USD","","","0.99","1","0.12","","","","","","","","","","","","2.11"
"Buy","SVXY","ProShares Short VIX Short-Term Futures ETF","38.92","60","2,335.20","Cancelled","0@0.00","Apr 4, 2025 09:04:15 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","SVXY","ProShares Short VIX Short-Term Futures ETF","38.61","15","579.15","Filled","15@38.59","Apr 4, 2025 08:56:25 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","15","38.59","578.85","Apr 4, 2025 08:56:25 ET","US","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"Buy","MSTU","T-Rex 2X Long MSTR Daily Target ETF","5.34","400","2,136.00","Filled","400@5.34","Apr 4, 2025 08:34:35 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","400","5.34","2,136.00","Apr 4, 2025 08:34:35 ET","US","USD","","","1.96","2","1.2","","","","","","","","","","","","5.16"
"Buy","MSTU","T-Rex 2X Long MSTR Daily Target ETF","5.25","100","525.00","Filled","100@5.25","Apr 4, 2025 08:32:55 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","100","5.25","525.00","Apr 4, 2025 08:32:55 ET","US","USD","","","0.99","1","0.3","","","","","","","","","","","","2.29"
"Sell","TSLA250417C265000","TSLA 250417 265.00C","18.95","1","1,895.00","Filled","1@18.95","Apr 3, 2025 12:22:33 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","18.95","1,895.00","Apr 3, 2025 12:22:33 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.05","0.01","","","","","","","2.56"
"Sell","TSLA250417C265000","TSLA 250417 265.00C","18.55","1","1,855.00","Filled","1@18.57","Apr 3, 2025 12:18:10 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","18.57","1,857.00","Apr 3, 2025 12:18:14 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.05","0.01","","","","","","","2.56"
"Sell","PLTR","Palantir","85.02","25","2,125.50","Filled","25@85.1302","Apr 3, 2025 12:08:15 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","25","85.1302","2,128.26","Apr 3, 2025 12:08:15 ET","US","USD","","","0.99","1","0.08","","","","0.06","0.01","","","","","","","2.14"
"Buy","TSLA250417C265000","TSLA 250417 265.00C","17.55","2","3,510.00","Filled","2@17.55","Apr 3, 2025 12:05:41 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","2","17.55","3,510.00","Apr 3, 2025 12:05:42 ET","US","USD","","","1.99","0.6","","0.03","0.04","0.36","","","","","","","","","3.02"
"Buy","PLTR","Palantir","84.40","10","844.00","Filled","10@84.40","Apr 3, 2025 11:36:52 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","84.40","844.00","Apr 3, 2025 11:36:52 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"Buy","PLTR","Palantir","84.21","15","1,263.15","Filled","15@84.21","Apr 3, 2025 11:36:17 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","15","84.21","1,263.15","Apr 3, 2025 11:45:37 ET","US","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","9.92","300","2,976.00","Filled","300@9.9203","Apr 3, 2025 08:40:36 ET","Limit","Day","","24 Hour Trading","","","US","USD","","300","9.9203","2,976.09","Apr 3, 2025 08:40:36 ET","US","USD","","","1.47","1.5","0.9","","","","0.08","0.05","","","","","","","4"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","10.00","200","2,000.00","Filled","200@10.00","Apr 3, 2025 06:45:41 ET","Limit","Day","","24 Hour Trading","","","US","USD","","200","10.00","2,000.00","Apr 3, 2025 07:01:01 ET","US","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","10.00","100","1,000.00","Filled","100@10.00","Apr 3, 2025 06:04:05 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","100","10.00","1,000.00","Apr 3, 2025 07:01:01 ET","US","USD","","","0.99","1","0.3","","","","","","","","","","","","2.29"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","10.23","700","7,161.00","Filled","700@10.23","Apr 3, 2025 06:02:37 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","700","10.23","7,161.00","Apr 3, 2025 06:02:37 ET","US","USD","","","3.43","3.5","2.1","","","","0.2","0.12","","","","","","","9.35"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","10.27","200","2,054.00","Filled","200@10.275","Apr 3, 2025 06:01:19 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","200","10.275","2,055.00","Apr 3, 2025 06:01:19 ET","US","USD","","","0.99","1","0.6","","","","0.06","0.03","","","","","","","2.68"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","10.22","200","2,044.00","Cancelled","0@0.00","Apr 3, 2025 06:01:01 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","Trigger MKT price","400","0.00","Cancelled","0@0.00","Apr 3, 2025 04:43:12 ET","Stop","Day","","Regular Trading Hours","10.30","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","10.02","200","2,004.00","Cancelled","0@0.00","Apr 3, 2025 02:09:58 ET","Limit","Day","","24 Hour Trading","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","10.30","200","2,060.00","Filled","200@10.30","Apr 2, 2025 12:51:14 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","87","10.30","896.10","Apr 2, 2025 16:30:16 ET","US","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"","","","","","","","","","","","","","","","","","","113","10.30","1,163.90","Apr 2, 2025 16:30:16 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","10.16","700","7,112.00","Filled","700@10.16","Apr 2, 2025 12:13:11 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","700","10.16","7,112.00","Apr 2, 2025 16:30:37 ET","US","USD","","","3.43","3.5","2.1","","","","","","","","","","","","9.03"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","10.16","200","2,032.00","Cancelled","0@0.00","Apr 2, 2025 11:44:09 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
